,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,MSFT,MSFT,MSFT,MSFT,MSFT,MSFT,MSFT,AMZN,AMZN,AMZN,AMZN,AMZN,AMZN,AMZN,TSLA,TSLA,TSLA,TSLA,TSLA,TSLA,TSLA,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL
,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap
2018-08-10,207.31,209.1,206.67,207.53,24901427,182725,207.900612,109.44,109.69,108.38,109.0,18183742,122637,109.135576,1888.51,1899.5,1878.2125,1886.3,3640375,91503,1889.548913,353.78,360.0,346.0,355.49,11556348,119931,353.663867,1259.18,1261.2,1247.1635,1252.51,1334617,37631,1253.463353
2018-08-13,207.7,210.952,207.7,208.87,25891930,213857,209.57438,109.26,109.58,108.1,108.21,18480793,128829,108.639873,1898.5,1925.0,1893.67,1896.2,5531938,115964,1907.021971,360.41,363.19,349.02,356.41,10458916,116537,356.647558,1251.2,1265.97,1247.03,1248.64,1380882,37037,1254.033503
2018-08-14,210.15,210.56,208.26,209.75,20749520,152904,209.492823,108.56,109.75,108.04,109.56,16788314,117724,109.230537,1920.0,1921.01,1900.0,1919.65,3987423,92699,1913.821057,357.63,359.1995,347.1,347.64,6986427,77379,353.755363,1252.5,1260.59,1239.54,1258.14,1405541,37269,1253.792759
2018-08-15,209.0,210.74,208.33,210.24,28807716,243021,209.418175,108.4,108.985,106.82,107.66,29988272,205745,107.580576,1909.55,1916.21,1869.79,1882.62,7700707,182527,1889.218782,342.0,344.49,332.14,338.69,9101258,115317,338.009329,1245.3,1251.98,1226.245,1232.22,1852565,51953,1234.676375
2018-08-16,211.93,213.8121,211.47,213.32,28500896,197183,213.020067,108.38,108.86,107.3,107.64,21385716,138096,107.908177,1905.0,1905.0,1883.5525,1886.52,3957107,94697,1895.11337,339.91,342.28,333.82,335.45,6064936,73885,337.313248,1241.99,1243.6974,1219.63,1224.06,1608802,43659,1231.879439
2018-08-17,213.47,217.95,213.16,217.58,35427052,260636,216.059425,107.27,107.9,106.69,107.58,18061512,127785,107.29834,1885.8,1888.0,1855.55,1882.22,4104313,101294,1874.005893,322.8,326.77,303.53,305.5,18958612,223176,310.875154,1220.26,1226.9547,1204.0,1215.85,1654629,50217,1214.442543
2018-08-20,218.17,219.18,215.11,215.46,30398241,216773,216.469082,107.58,107.9,106.48,106.87,17914201,116048,106.966718,1890.29,1891.7465,1866.061,1876.71,2862017,76191,1877.906932,292.36,308.5,288.2,308.44,17402435,210793,299.716171,1220.66,1225.91,1208.7,1221.95,1111173,32508,1218.604988
2018-08-21,216.62,217.19,214.025,215.04,26160673,198235,215.620674,106.92,107.35,105.85,105.98,22882361,133687,106.486445,1880.0,1897.75,1874.405,1883.42,3105626,73845,1888.037847,310.61,324.79,309.0,321.9,13172230,139915,318.47396,1223.02,1232.76,1215.03,1217.41,1154108,33796,1223.522853
2018-08-22,214.24,216.36,213.84,215.05,19019291,141373,215.185235,105.88,107.34,105.78,107.06,18011179,124187,106.662937,1876.64,1905.8,1876.64,1904.9,3080473,81259,1897.131147,320.87,323.88,314.67,321.64,5945955,61536,319.331937,1213.22,1226.53,1213.22,1221.75,1114832,31959,1221.014776
2018-08-23,214.6,217.05,214.6,215.49,18889335,143273,215.955837,107.01,108.18,106.87,107.56,18168027,123211,107.703111,1907.46,1919.5,1900.76,1902.9,3563097,78894,1909.998354,318.54,327.32,318.1,320.1,5151786,51965,322.29665,1220.48,1235.17,1219.3488,1221.16,1233358,31242,1225.139665
2018-08-24,216.41,216.9,215.11,216.16,18476361,135718,216.082736,107.56,108.56,107.56,108.4,17234020,120303,108.24132,1911.8,1916.01,1902.54,1905.39,2801407,65160,1909.172109,320.58,323.85,319.4,322.82,3602564,43459,321.890699,1226.0,1237.4,1221.42,1236.75,1232718,34468,1232.071698
2018-08-27,217.02,218.74,216.33,217.94,20525692,168327,217.790863,109.15,109.64,108.51,109.6,19662681,132807,109.253866,1915.0,1927.7,1909.281,1927.68,3569056,76166,1919.806687,318.23,322.435,308.81,319.27,13083988,134354,315.703605,1244.14,1257.87,1240.68,1256.27,1429002,37646,1252.525758
2018-08-28,219.01,220.54,218.92,219.7,22777008,178904,219.698906,110.0,110.5,109.79,110.26,19441618,135436,110.168616,1938.5,1941.7771,1928.82,1932.82,3100767,76581,1935.718495,318.41,318.88,311.19,311.86,7655891,80308,314.66938,1255.9,1256.56,1242.97,1245.86,1366518,37913,1249.214999
2018-08-29,220.18,223.49,219.41,222.98,27256552,216651,221.83669,110.27,112.03,110.27,112.02,20818144,137440,111.579608,1952.1,1998.6899,1948.94,1998.1,6531957,151898,1979.263973,310.0,311.85,303.69,305.01,7447392,82227,306.68317,1255.36,1267.17,1252.8,1264.65,1856615,46058,1262.225362
2018-08-30,223.25,228.26,222.4,225.03,49000151,364682,225.24828,111.62,112.61,111.44,111.95,22798902,168937,112.032487,1997.94,2025.57,1986.9,2002.38,7277122,186050,2008.475157,302.26,304.6,297.72,303.15,7216706,90845,300.661294,1263.4,1269.49,1247.21,1254.44,1505219,48210,1259.122537
2018-08-31,226.64,228.87,226.0,227.63,43585535,289589,227.689684,111.55,112.777,111.515,112.33,23222713,142598,112.192492,2004.74,2022.38,2004.74,2012.71,4205249,101454,2013.155464,302.0,305.3082,298.6,301.66,5375104,70243,300.845587,1251.0,1252.545,1225.7547,1231.8,2115424,57808,1236.432805
2018-09-04,228.59,229.18,226.63,228.36,27423279,221428,228.110031,110.98,111.955,110.22,111.71,22634845,168424,111.402999,2027.05,2050.5,2013.0,2039.51,5721093,144340,2034.973412,297.0,298.19,288.0,288.95,8349219,112777,292.470412,1225.0,1227.87,1206.56,1211.31,2072976,60092,1214.380209
2018-09-05,229.0,229.67,225.1,226.87,33395928,265329,227.217795,111.19,111.42,108.1,108.49,32872362,234348,109.006583,2038.76,2040.38,1989.89,1994.82,8720609,213345,2005.556083,285.08,286.78,277.18,280.74,7738121,110285,281.095867,1208.6,1214.87,1175.34,1199.1,2699394,77318,1194.727348
2018-09-06,226.61,227.35,221.3,223.1,34291286,281785,223.575255,108.41,108.99,107.51,108.74,23477719,172965,108.396926,2006.09,2007.5,1935.209,1958.31,7490410,203322,1964.379587,284.66,291.17,278.88,280.95,7480760,92478,283.996513,1198.57,1198.9865,1163.61,1183.99,2358011,69244,1177.481961
2018-09-07,221.94,225.37,220.71,221.3,37678646,302908,223.163961,108.0,108.7248,107.23,108.21,22498646,162158,108.21653,1938.91,1975.2,1937.35,1952.07,4892705,128570,1958.598736,260.26,268.35,252.2548,263.24,22507306,260092,261.867945,1171.6,1188.545,1169.27,1177.59,1633190,42832,1179.010716
2018-09-10,221.0,221.85,216.47,218.33,39516998,349539,218.276424,108.8,109.64,108.36,109.38,20728405,127933,109.176517,1971.6,1973.04,1931.5158,1939.01,4545069,122663,1944.029121,273.26,286.03,271.0,285.5,14290028,156183,277.777319,1184.2,1186.66,1170.61,1175.06,1383938,40975,1176.797804
2018-09-11,217.91,224.299,216.56,223.85,35748795,308568,221.942777,108.98,111.59,108.89,111.24,24316294,162658,110.850587,1928.6,1988.88,1917.0,1987.15,5033697,133116,1961.320795,279.47,282.0,273.55,279.44,9169989,106576,277.266116,1171.1,1190.94,1165.95,1189.99,1463088,38378,1184.574712
2018-09-12,224.97,225.0,219.84,221.07,49389255,422496,221.741421,111.43,111.85,110.51,111.71,18921468,146112,111.36446,1994.8,2000.0,1962.44,1990.0,4419155,113128,1983.475683,281.21,292.5,278.6463,290.54,10015427,126711,287.717065,1182.0,1190.694,1166.16,1171.6,1802022,55659,1172.739853
2018-09-13,223.51,228.35,222.57,226.41,41706995,323343,225.913329,112.12,113.725,112.12,112.91,26053420,161895,112.891563,2000.0,2008.76,1982.0277,1989.87,3621511,100065,1995.140191,288.2,295.0,285.18,289.46,6340336,80973,289.571184,1179.47,1187.86,1169.22,1182.14,2003418,51181,1178.511696
2018-09-14,225.5,226.84,222.522,223.84,32281929,244698,224.344865,113.36,113.73,112.44,113.37,19348139,142653,113.262395,1992.93,1993.648,1959.22,1970.19,3654914,102677,1973.677169,288.76,297.3256,286.52,295.2,6766312,90765,293.057182,1186.39,1188.0,1173.52,1177.98,1218005,31776,1179.277627
2018-09-17,222.0,222.95,217.27,217.88,37195500,315710,219.622532,113.57,113.7,111.86,112.14,20737719,142718,112.549769,1953.95,1956.82,1887.41,1908.03,7050295,200548,1918.748426,290.8,300.87,288.13,294.84,6887579,80602,295.171356,1177.77,1181.82,1158.455,1159.83,1704790,47842,1165.374804
2018-09-18,217.68,221.85,217.12,218.24,31571812,263817,219.460975,112.0,113.695,111.72,113.21,22171094,153298,113.263328,1918.65,1958.2,1915.4391,1941.05,4268783,113306,1941.540343,296.69,302.64,275.5,284.96,16547569,192938,286.609453,1162.66,1181.33,1161.425,1167.11,1615801,39419,1170.476778
2018-09-19,218.5,219.62,215.3,218.37,27124356,234522,217.436146,113.05,113.32,111.035,111.7,21728479,162258,111.780322,1940.5,1940.83,1904.9,1926.42,4056827,116141,1919.443038,280.51,300.0,280.5,299.02,8294917,101955,292.08567,1168.96,1176.27,1158.6152,1174.27,1298084,39988,1167.720869
2018-09-20,220.32,222.28,219.15,220.03,26612894,218373,220.771437,112.26,113.8,111.93,113.57,23714783,170215,113.399977,1940.0,1955.0,1932.25,1944.3,3155189,93403,1944.78238,303.0,305.98,293.33,298.33,7349822,88737,299.587658,1180.67,1194.0,1176.25,1191.57,1462500,44130,1188.631017
2018-09-21,221.0,221.36,217.29,217.66,96300687,281181,218.344626,114.2,115.29,113.51,114.26,71230698,205029,114.173478,1955.0,1957.31,1910.5011,1915.01,6856095,115182,1927.395255,297.7,300.58,295.37,299.1,5052483,57480,298.070917,1195.83,1196.58,1172.06,1172.12,4561619,57083,1178.681057
2018-09-24,216.72,221.26,216.63,220.79,27694723,198161,219.477222,113.2,114.9,112.2175,114.67,27334730,159758,114.195856,1905.0,1936.88,1865.0,1934.36,4213769,121756,1911.892431,298.48,302.9993,293.58,299.68,4842961,59342,298.504969,1158.65,1185.19,1151.5,1179.56,1557504,44933,1173.067779
2018-09-25,219.73,222.82,219.7,222.19,24556489,173711,221.666101,114.8,115.1,113.75,114.45,22691572,125941,114.353238,1942.03,1975.91,1938.85,1974.55,4538407,114159,1958.461417,300.0,304.6,296.5,300.99,4481729,53557,299.687136,1184.25,1196.8599,1174.09,1193.89,1657809,43827,1190.165575
2018-09-26,221.15,223.75,219.76,220.42,23984706,182735,221.869779,114.47,115.055,113.74,113.98,19352075,136535,114.398497,1968.44,1995.25,1961.52,1974.85,4313610,110079,1980.041654,302.0,313.89,301.1093,309.58,7843216,96016,308.694223,1193.69,1207.24,1185.3969,1194.06,1882524,47476,1196.484142
2018-09-27,223.99,226.44,223.54,224.95,30193028,224622,225.146935,114.62,114.91,114.2,114.41,19092299,115754,114.560543,1992.5,2016.1564,1988.58,2012.98,4329590,120442,2007.624097,312.9,314.96,306.91,307.52,8509085,119789,294.892868,1200.0,1216.86,1198.05,1207.36,1841652,47618,1209.601436
2018-09-28,224.8,225.84,224.02,225.74,23035933,178340,225.198511,114.17,114.57,113.68,114.37,21659136,137443,114.254618,2004.41,2026.52,1996.4648,2003.0,4087725,99299,2008.868763,270.04,278.0,260.555,264.77,33668272,387867,269.0747,1204.09,1208.45,1197.83,1207.08,1781189,44191,1204.801101
2018-10-01,227.95,229.42,226.35,227.26,23600802,191834,227.995994,114.92,115.68,114.73,115.61,18883081,134877,115.423173,2022.0,2033.19,2003.6,2004.36,3468285,95769,2018.772956,306.0,311.44,301.05,310.7,21778511,241267,307.631102,1213.2,1224.2,1203.19,1208.53,1659367,45645,1212.259096
2018-10-02,227.23,230.0,226.63,229.28,25069170,206806,229.05324,115.3,115.84,114.44,115.15,20787569,141360,115.268639,2000.4,2013.39,1965.77,1971.31,5400714,135516,1989.939871,313.95,316.84,299.15,301.02,11743521,132571,306.702948,1206.67,1224.52,1199.66,1207.64,2008958,51217,1211.927932
2018-10-03,230.05,233.47,229.78,232.07,28656589,237805,232.23505,115.42,116.18,114.93,115.17,16668755,130288,115.514804,1981.7,1989.7,1949.81,1952.76,5263483,132313,1966.449354,303.33,304.6,291.57,294.8,8006798,88613,296.056896,1212.0,1214.18,1202.15,1211.53,1312700,33318,1208.593002
2018-10-04,230.78,232.35,226.73,227.99,32042452,284901,228.838642,114.61,114.7588,111.63,112.79,34928597,266277,112.870403,1949.0,1956.0,1896.57,1909.42,7259840,211857,1916.543316,293.74,294.0,277.67,281.83,9814252,130858,282.692545,1205.03,1205.9,1163.845,1177.07,2336623,64482,1178.722145
2018-10-05,227.96,228.41,220.58,224.29,33580603,316509,224.430981,112.63,113.17,110.64,112.13,29068946,232118,112.02918,1915.75,1929.08,1862.83,1889.65,6822339,209941,1892.593956,274.65,274.88,260.0,261.95,17948467,235856,265.550492,1176.0,1182.0,1154.32,1167.83,1593012,43045,1166.657007
2018-10-08,222.06,224.8,220.2,223.77,29660644,260885,222.823411,111.55,112.03,109.34,110.85,29682889,232760,110.796341,1874.9,1901.9962,1830.6627,1864.42,7413204,200984,1863.095812,264.52,267.7599,249.0,250.56,13475457,189022,255.247283,1160.0,1175.86,1135.4,1155.92,2330139,62453,1154.03712
2018-10-09,223.6,227.27,222.2462,226.87,27079427,247145,225.629728,111.01,113.08,110.8,112.26,26198814,208552,112.213538,1857.4,1896.6759,1852.32,1870.32,4772866,124441,1874.702972,255.14,266.77,253.3,262.8,12082011,162453,261.476414,1151.31,1161.55,1144.17,1145.17,1684731,43144,1151.312546
2018-10-10,225.5,226.35,216.05,216.36,41990601,406132,220.958207,111.24,111.5,105.79,106.16,61378672,449842,108.13145,1857.89,1858.56,1754.41,1755.25,11001675,330753,1802.457387,264.61,265.51,247.77,256.88,12815278,172341,255.210567,1136.41,1137.02,1091.51,1092.16,2969006,79264,1112.438585
2018-10-11,214.53,219.5,212.32,214.45,53126098,545021,215.782062,105.69,108.93,104.2,105.91,63904492,580833,106.833575,1724.0,1755.4,1685.1,1719.36,13938378,416714,1717.985779,257.53,262.25,249.03,252.23,8167973,110944,253.630956,1080.0,1116.055,1075.89,1090.74,3384775,87412,1095.77171
2018-10-12,221.2,222.88,216.84,222.11,40339360,343459,220.513182,109.08,111.24,107.12,109.57,47742359,386354,108.737956,1808.95,1808.95,1742.53,1788.61,9525120,287371,1780.52445,260.86,261.99,252.01,258.78,7202404,96403,256.989777,1120.02,1125.8299,1095.025,1120.54,2468920,70429,1113.943074
2018-10-15,221.04,221.83,217.27,217.36,30791206,257522,218.684075,108.93,109.48,106.9468,107.6,32068157,240515,108.172463,1795.0,1795.05,1734.23,1760.95,6437173,160019,1764.186779,259.06,263.28,254.5367,259.59,6199965,72035,258.818583,1118.0,1121.795,1098.22,1102.44,1503963,41371,1108.624608
2018-10-16,218.93,222.99,216.7627,222.15,29183973,267902,220.077309,109.54,111.41,108.95,111.0,31646619,226296,110.457591,1783.5,1823.88,1761.55,1819.96,5860573,152059,1785.175456,264.5,277.375,262.24,276.59,9528001,117166,271.488928,1114.07,1136.37,1111.75,1133.08,1918879,59573,1127.504818
2018-10-17,222.15,222.64,219.34,221.19,22885702,227314,221.037921,111.66,111.81,109.5482,110.71,26548543,201340,110.530947,1845.0,1845.0,1807.0,1831.73,5295182,143075,1826.658087,282.43,282.7,265.8032,271.78,8655542,112253,272.379283,1141.14,1147.0,1114.0,1127.59,1782614,50799,1125.091808
2018-10-18,217.86,219.74,213.0,216.02,32583245,311071,217.032012,110.13,110.53,107.83,108.5,32506238,246741,108.833664,1822.3,1830.15,1767.87,1770.72,5876262,161517,1793.84045,269.29,271.0,263.0,263.91,5421184,65626,266.261691,1130.0,1132.35,1086.34,1097.91,2307596,62619,1102.146285
2018-10-19,218.04,221.26,217.43,219.31,33105905,290878,219.383603,108.94,110.86,108.21,108.66,32829182,234728,109.267857,1788.42,1809.1,1753.0,1764.03,6419944,137632,1779.700914,267.39,269.66,253.5,260.0,9376489,108935,259.759302,1103.71,1120.95,1097.03,1105.18,2066091,47996,1107.384328
2018-10-22,219.66,223.36,218.94,220.65,28794461,263554,221.279027,109.32,110.54,108.24,109.63,26549824,198628,109.587589,1783.33,1809.4999,1756.0,1789.3,4507266,119112,1786.673164,260.68,261.86,252.59,260.95,5600361,66101,257.885371,1112.51,1121.69,1100.0,1111.37,1355878,37723,1112.326752
2018-10-23,215.58,223.25,214.7,222.73,38952909,382397,218.860544,107.5,108.97,105.11,108.1,43775529,362187,107.0475,1742.24,1776.34,1714.0,1768.7,6723913,189987,1744.216322,263.87,297.93,262.1,294.14,19030554,228209,282.873177,1091.29,1118.0,1079.01,1114.91,1884255,55943,1101.301772
2018-10-24,222.7,224.23,214.54,215.09,40929068,388915,219.316826,108.45,108.49,101.5901,102.32,63897759,495734,104.805683,1773.7,1777.7099,1656.56,1664.2,6928448,211257,1716.562748,301.05,304.44,285.73,288.5,20076887,248810,298.830292,1115.0,1116.62,1055.06,1057.12,2464295,67849,1081.353507
2018-10-25,217.51,221.38,216.75,219.8,29855949,278373,219.400239,106.5,109.27,106.15,108.3,61646819,438344,107.994663,1703.34,1794.81,1692.0101,1782.17,10288322,319753,1737.115132,317.5,321.0,301.01,314.86,20840750,247722,311.182237,1080.3,1117.82,1075.545,1103.59,3648070,94809,1095.353414
2018-10-26,215.98,220.19,212.67,216.3,47259535,438794,216.247656,105.63,108.75,104.76,106.96,55523354,418275,106.686579,1650.0,1698.46,1603.0,1642.81,14963937,409297,1643.113084,308.25,339.9,306.65,330.9,27425520,319694,324.824406,1050.0,1117.0,1042.23,1083.75,5322506,126334,1073.791518
2018-10-29,219.19,219.69,206.09,212.24,45937841,385852,214.595989,107.89,108.7,101.63,103.85,55203925,406533,105.035206,1661.4,1665.7383,1495.0,1538.88,13871875,379270,1570.405846,336.99,347.16,326.5,334.85,14486039,162820,338.717388,1096.54,1108.83,1007.2,1034.73,4064554,88701,1053.093033
2018-10-30,211.15,215.18,209.27,213.3,36660137,351264,212.8073,103.66,104.38,100.11,103.73,65360668,468921,102.572335,1485.1,1540.99,1476.36,1530.42,12560609,341284,1512.526561,327.12,337.8999,322.26,329.9,9126756,100164,330.738039,1020.01,1050.9,1013.97,1049.51,2988418,74855,1037.126791
2018-10-31,216.98,220.45,216.62,218.86,38361274,301134,218.875605,105.71,108.14,105.39,106.81,51076599,344707,107.144725,1571.49,1623.91,1565.09,1598.01,9402452,240321,1598.119035,331.75,342.0,329.1,337.32,7624391,86754,337.142559,1073.76,1108.0,1068.2,1090.58,3547399,70987,1091.597686
2018-11-01,219.03,222.36,216.81,222.22,58334647,505941,217.578651,107.14,107.32,105.53,105.92,33393201,248404,106.169728,1625.54,1670.4465,1598.44,1665.53,8137695,210217,1637.20839,338.26,347.84,334.725,344.28,8001759,86525,343.720109,1091.4,1099.9,1077.82,1085.98,2006775,43646,1088.29122
2018-11-02,209.55,213.65,205.43,207.48,91352923,756709,208.093706,106.43,107.32,104.975,106.16,37680296,279522,106.017737,1678.99,1697.44,1651.83,1665.53,6958023,174162,1670.668886,343.74,349.2,340.91,346.41,7851061,77184,344.820059,1089.0,1098.0,1067.66,1071.49,2172225,44496,1076.957954
2018-11-05,204.39,204.39,198.17,201.59,66356867,569653,200.91017,106.38,107.74,105.9,107.51,27924886,198119,106.82899,1658.0,1658.09,1596.36,1627.8,5624891,151707,1619.144127,340.35,343.955,330.14,341.4,7831054,81442,337.620177,1072.95,1073.35,1034.0,1055.73,2267971,49679,1049.940804
2018-11-06,201.82,204.72,201.69,203.77,31882918,253890,203.24981,107.36,108.84,106.28,107.72,24340280,174887,107.581804,1618.35,1665.0,1614.55,1642.81,4257356,114853,1643.064136,339.07,348.8,336.09,341.06,6762918,70297,344.292972,1055.02,1079.82,1053.61,1069.57,1442013,29385,1068.158703
2018-11-07,206.0,210.06,204.13,209.95,33450089,259455,207.293402,109.45,112.24,109.4,111.96,37943165,261307,111.4779,1673.99,1759.23,1664.075,1755.49,8194517,213956,1723.840366,342.7,351.18,340.8,348.16,7464522,76777,348.246593,1085.0,1109.9299,1080.59,1108.24,2177798,47819,1100.040484
2018-11-08,210.04,210.12,206.75,208.49,25380829,187591,208.118833,111.77,112.21,110.91,111.75,25644106,187685,111.48014,1756.0,1784.0,1725.11,1754.91,6534903,171541,1759.267919,348.9,357.5755,348.44,351.4,7089438,71296,352.689079,1107.3,1108.22,1084.36,1094.63,1685203,40243,1092.890926
2018-11-09,205.55,206.01,202.25,204.47,34365857,237775,204.107847,110.79,111.45,108.76,109.57,32039523,214770,109.647801,1736.29,1743.9206,1701.87,1712.43,5902222,142333,1717.075705,348.77,354.0,345.23,350.51,5098846,56047,349.725014,1084.02,1088.35,1064.26,1077.02,1743766,36268,1075.76194
2018-11-12,199.01,199.85,193.79,194.17,51158989,419182,195.644729,109.42,109.96,106.1,106.87,33622896,249837,107.249502,1699.19,1708.55,1630.01,1636.85,6806296,181191,1652.350146,348.37,349.78,330.34,331.28,6941549,74515,338.911212,1072.58,1074.1,1040.35,1049.36,1700091,41105,1053.742448
2018-11-13,191.72,197.18,191.4501,192.23,46883036,356241,193.778222,107.55,108.74,106.64,106.94,35374584,244011,107.541375,1649.29,1677.0638,1613.75,1631.17,5933271,165046,1645.263398,333.16,344.7,332.2,338.73,5448597,62006,339.829006,1054.81,1066.665,1040.4,1047.97,1287475,35810,1052.714228
2018-11-14,193.82,194.48,185.93,186.8,60809799,453453,188.663908,108.06,108.26,104.47,104.97,39495471,287570,105.719175,1657.97,1672.9952,1597.07,1599.01,6487025,171967,1624.193179,343.33,347.11,337.15,344.0,5040296,55994,342.048394,1060.0,1065.79,1041.11,1054.58,1733312,36744,1053.989325
2018-11-15,188.46,191.97,186.9,191.41,46479039,340102,189.888104,104.74,107.8,103.91,107.28,38505815,267160,106.315631,1581.01,1624.82,1546.51,1619.44,8428452,233185,1585.936752,342.21,348.58,339.04,348.44,4625719,52151,344.417573,1050.92,1078.87,1041.2925,1071.05,2079154,46762,1061.671
2018-11-16,190.53,194.9695,189.46,193.53,36978428,269242,193.177961,107.01,108.88,106.8,108.29,33551574,222816,108.025795,1586.5,1614.48,1573.12,1593.41,6066300,147246,1593.796457,345.19,355.7,345.1201,354.31,7291191,76534,352.482233,1065.23,1072.44,1054.9,1068.27,1768408,37578,1065.58801
2018-11-19,190.0,190.7,184.99,185.86,41922469,320750,186.967071,108.13,108.56,103.55,104.62,44774029,287759,104.923151,1575.51,1581.19,1503.36,1512.29,7802185,212518,1534.074805,356.34,366.75,352.88,353.47,9725671,102706,359.182242,1063.39,1068.0,1022.8692,1027.42,2284193,51656,1037.295409
